title,icon,time,compatible,evaluate,discount,origin_price,now_price,detailLink
Sker Ritual,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1492070/capsule_sm_120_schinese.jpg?t=1721652029,2024 年 4 月 18 日,"[""win""]",好评！,75,24,18,https://store.steampowered.com/app/1492070/Sker_Ritual/?snr=1_7_7_2300_150_1
接线疑云 The Operator,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1771980/capsule_sm_120_schinese.jpg?t=1721660417,2024 年 7 月 22 日,"[""win"", ""mac"", ""linux""]",好评！,90,13,12,https://store.steampowered.com/app/1771980/_The_Operator/?snr=1_7_7_2300_150_1
Sword Art Online: Fatal Bullet,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/626690/capsule_sm_120.jpg?t=1701314169,2018 年 2 月 24 日,"[""win""]",好评！,10,39,3,https://store.steampowered.com/app/626690/Sword_Art_Online_Fatal_Bullet/?snr=1_7_7_2300_150_2
Coral Island,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1158160/capsule_sm_120_alt_assets_2_schinese.jpg?t=1721693895,2023 年 11 月 14 日,"[""win""]",好评！,80,29,23,https://store.steampowered.com/app/1158160/Coral_Island/?snr=1_7_7_2300_150_2
"Warhammer 40,000: Rogue Trader",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2186680/capsule_sm_120.jpg?t=1719557426,2023 年 12 月 7 日,"[""win"", ""mac""]",好评！,65,49,32,https://store.steampowered.com/app/2186680/Warhammer_40000_Rogue_Trader/?snr=1_7_7_2300_150_2
深海迷航,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/264710/capsule_sm_120_schinese.jpg?t=1721004725,2018 年 1 月 24 日,"[""win"", ""mac""]",好评！,50,29,14,https://store.steampowered.com/app/264710/_/?snr=1_7_7_2300_150_2
雪居之地 (Wildfrost),https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1811990/capsule_sm_120_schinese.jpg?t=1721641349,2023 年 4 月 12 日,"[""win""]",好评！,70,19,13,https://store.steampowered.com/app/1811990/_Wildfrost/?snr=1_7_7_2300_150_3
Wartales,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1527950/capsule_sm_120.jpg?t=1716565046,2023 年 4 月 12 日,"[""win""]",好评！,55,34,19,https://store.steampowered.com/app/1527950/Wartales/?snr=1_7_7_2300_150_3
蟹蟹寻宝奇遇,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1887840/capsule_sm_120_schinese.jpg?t=1718137120,2024 年 4 月 25 日,"[""win""]",好评！,80,29,23,https://store.steampowered.com/app/1887840/_/?snr=1_7_7_2300_150_3
Artisan TD,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2224640/capsule_sm_120.jpg?t=1721740431,2024 年 7 月 22 日,"[""win""]",好评！,90,16,15,https://store.steampowered.com/app/2224640/Artisan_TD/?snr=1_7_7_2300_150_3
Resident Evil Village,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1196590/capsule_sm_120.jpg?t=1719197703,2021 年 5 月 8 日,"[""win""]",好评！,40,39,15,https://store.steampowered.com/app/1196590/Resident_Evil_Village/?snr=1_7_7_2300_150_3
PAYDAY 2,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/218620/capsule_sm_120_alt_assets_11.jpg?t=1721776778,2013 年 8 月 13 日,"[""win"", ""linux""]",好评！,30,9,2,https://store.steampowered.com/app/218620/PAYDAY_2/?snr=1_7_7_2300_150_3
Phoenix Wright: Ace Attorney Trilogy,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/787480/capsule_sm_120.jpg?t=1712623869,2019 年 4 月 10 日,"[""win""]",好评！,33,29,9,https://store.steampowered.com/app/787480/Phoenix_Wright_Ace_Attorney_Trilogy/?snr=1_7_7_2300_150_3
Kenshi,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/233860/capsule_sm_120.jpg?t=1721059338,2018 年 12 月 6 日,"[""win""]",好评！,40,29,11,https://store.steampowered.com/app/233860/Kenshi/?snr=1_7_7_2300_150_3
风来之国 (Eastward),https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/977880/capsule_sm_120_schinese.jpg?t=1716212345,2021 年 9 月 16 日,"[""win"", ""mac""]",好评！,50,24,12,https://store.steampowered.com/app/977880/_Eastward/?snr=1_7_7_2300_150_3
小缇娜的奇幻之地,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1286680/capsule_sm_120.jpg?t=1682006912,2022 年 6 月 24 日,"[""win""]",好评！,25,59,14,https://store.steampowered.com/app/1286680/_/?snr=1_7_7_2300_150_3
Contraband Police,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/756800/capsule_sm_120.jpg?t=1721295426,2023 年 3 月 8 日,"[""win""]",好评！,60,29,17,https://store.steampowered.com/app/756800/Contraband_Police/?snr=1_7_7_2300_150_3
The Crust,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1465470/capsule_sm_120.jpg?t=1721220262,2024 年 7 月 15 日,"[""win""]",好评！,90,29,26,https://store.steampowered.com/app/1465470/The_Crust/?snr=1_7_7_2300_150_3
UNDER NIGHT IN-BIRTH II Sys:Celes,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2076010/capsule_sm_120.jpg?t=1712310998,2024 年 1 月 25 日,"[""win""]",好评！,50,49,24,https://store.steampowered.com/app/2076010/UNDER_NIGHT_INBIRTH_II_SysCeles/?snr=1_7_7_2300_150_3
Sifu,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2138710/capsule_sm_120.jpg?t=1718182149,2023 年 3 月 28 日,"[""win""]",好评！,50,39,19,https://store.steampowered.com/app/2138710/Sifu/?snr=1_7_7_2300_150_3
Pathfinder: Wrath of the Righteous - Enhanced Edition,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1184370/capsule_sm_120.jpg?t=1721305526,2021 年 9 月 3 日,"[""win"", ""mac""]",好评！,30,39,11,https://store.steampowered.com/app/1184370/Pathfinder_Wrath_of_the_Righteous__Enhanced_Edition/?snr=1_7_7_2300_150_3
Resident Evil 3,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/952060/capsule_sm_120.jpg?t=1709710950,2019 年 1 月 25 日,"[""win""]",好评！,25,39,9,https://store.steampowered.com/app/952060/Resident_Evil_3/?snr=1_7_7_2300_150_3
循环勇士,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1282730/capsule_sm_120.jpg?t=1719953367,2021 年 3 月 5 日,"[""win"", ""mac"", ""linux""]",好评！,25,14,3,https://store.steampowered.com/app/1282730/_/?snr=1_7_7_2300_150_3
Stranded: Alien Dawn,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1324130/capsule_sm_120.jpg?t=1699365820,2023 年 4 月 25 日,"[""win""]",好评！,50,34,17,https://store.steampowered.com/app/1324130/Stranded_Alien_Dawn/?snr=1_7_7_2300_150_4
Stardeus,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1380910/capsule_sm_120.jpg?t=1721732089,2022 年 10 月 12 日,"[""win"", ""mac"", ""linux""]",好评！,65,29,19,https://store.steampowered.com/app/1380910/Stardeus/?snr=1_7_7_2300_150_4
原子之心,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/668580/capsule_sm_120_alt_assets_0_schinese.jpg?t=1717419166,2023 年 2 月 21 日,"[""win""]",好评！,40,59,23,https://store.steampowered.com/app/668580/_/?snr=1_7_7_2300_150_4
旅者之憩 Travellers Rest,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1139980/capsule_sm_120_alt_assets_0_schinese.jpg?t=1721575455,2020 年 7 月 28 日,"[""win""]",好评！,75,17,13,https://store.steampowered.com/app/1139980/_Travellers_Rest/?snr=1_7_7_2300_150_5
Fate/Samurai Remnant,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1902690/capsule_sm_120_schinese.jpg?t=1718845376,2023 年 9 月 29 日,"[""win""]",好评！,65,59,38,https://store.steampowered.com/app/1902690/FateSamurai_Remnant/?snr=1_7_7_2300_150_5
漫威暗夜之子,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/368260/capsule_sm_120.jpg?t=1702946042,2022 年 12 月 2 日,"[""win""]",好评！,25,59,14,https://store.steampowered.com/app/368260/_/?snr=1_7_7_2300_150_5
苍翼：混沌效应,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2273430/capsule_sm_120_schinese.jpg?t=1721644953,2024 年 2 月 15 日,"[""win"", ""mac""]",好评！,78,19,15,https://store.steampowered.com/app/2273430/_/?snr=1_7_7_2300_150_6
American Truck Simulator - Nebraska,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2543810/capsule_sm_120.jpg?t=1721385874,2024 年 5 月 17 日,"[""win"", ""mac"", ""linux""]",好评！,90,11,10,https://store.steampowered.com/app/2543810/American_Truck_Simulator__Nebraska/?snr=1_7_7_2300_150_6
TerraScape,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2290000/capsule_sm_120_schinese.jpg?t=1721672563,2024 年 7 月 17 日,"[""win""]",好评！,70,14,10,https://store.steampowered.com/app/2290000/TerraScape/?snr=1_7_7_2300_150_6
The Mortuary Assistant,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1295920/capsule_sm_120.jpg?t=1721314899,2022 年 8 月 2 日,"[""win""]",好评！,65,24,16,https://store.steampowered.com/app/1295920/The_Mortuary_Assistant/?snr=1_7_7_2300_150_6
Train Sim World® 4,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2362300/capsule_sm_120.jpg?t=1721729881,2023 年 9 月 27 日,"[""win""]",好评！,0,,18,https://store.steampowered.com/app/2362300/Train_Sim_World_4/?snr=1_7_7_2300_150_7
Across the Obelisk,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1385380/capsule_sm_120.jpg?t=1719579275,2022 年 8 月 16 日,"[""win"", ""mac"", ""linux""]",好评！,50,19,9,https://store.steampowered.com/app/1385380/Across_the_Obelisk/?snr=1_7_7_2300_150_7
Echoes of the Plum Grove,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1536090/capsule_sm_120_alt_assets_0.jpg?t=1721653934,2024 年 4 月 29 日,"[""win"", ""mac""]",好评！,80,19,15,https://store.steampowered.com/app/1536090/Echoes_of_the_Plum_Grove/?snr=1_7_7_2300_150_7
Dead Rising 4,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/543460/capsule_sm_120.jpg?t=1644282464,2017 年 3 月 15 日,"[""win""]",一般,20,29,5,https://store.steampowered.com/app/543460/Dead_Rising_4/?snr=1_7_7_2300_150_8
ROCKMAN EXE 合集1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1798010/capsule_sm_120_schinese.jpg?t=1712193447,2023 年 4 月 14 日,"[""win""]",好评！,50,39,19,https://store.steampowered.com/app/1798010/ROCKMAN_EXE_1/?snr=1_7_7_2300_150_8
RimWorld - 皇权,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1149640/capsule_sm_120.jpg?t=1676391387,2020 年 2 月 24 日,"[""win"", ""mac"", ""linux""]",好评！,90,19,17,https://store.steampowered.com/app/1149640/RimWorld/?snr=1_7_7_2300_150_8
Resident Evil Village Gold Edition,https://shared.akamai.steamstatic.com/store_item_assets/steam/subs/764692/capsule_sm_120.jpg?t=1669310994,2022 年 10 月 27 日,"[""win""]",好评！,40,49,19,https://store.steampowered.com/sub/764692/?snr=1_7_7_2300_150_9
American Truck Simulator - New Mexico,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/684630/capsule_sm_120.jpg?t=1718282484,2017 年 11 月 9 日,"[""win"", ""mac"", ""linux""]",好评！,40,11,4,https://store.steampowered.com/app/684630/American_Truck_Simulator__New_Mexico/?snr=1_7_7_2300_150_9
American Truck Simulator - Idaho,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1209470/capsule_sm_120_schinese.jpg?t=1712035517,2020 年 7 月 17 日,"[""win"", ""mac"", ""linux""]",好评！,40,11,4,https://store.steampowered.com/app/1209470/American_Truck_Simulator__Idaho/?snr=1_7_7_2300_150_9
American Truck Simulator - Colorado,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1209471/capsule_sm_120_schinese.jpg?t=1696673916,2020 年 11 月 13 日,"[""win"", ""mac"", ""linux""]",好评！,40,11,4,https://store.steampowered.com/app/1209471/American_Truck_Simulator__Colorado/?snr=1_7_7_2300_150_9
Planet Zoo: Barnyard Animal Pack,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2837730/capsule_sm_120.jpg?t=1714471314,2024 年 4 月 30 日,"[""win""]",一般,85,9,8,https://store.steampowered.com/app/2837730/Planet_Zoo_Barnyard_Animal_Pack/?snr=1_7_7_2300_150_10
INMOST,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/938560/capsule_sm_120.jpg?t=1633963313,2020 年 8 月 21 日,"[""win"", ""mac""]",好评！,30,14,4,https://store.steampowered.com/app/938560/INMOST/?snr=1_7_7_2300_150_10
Thief Simulator 2,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1332720/capsule_sm_120.jpg?t=1721295309,2023 年 10 月 4 日,"[""win""]",好评！,70,19,13,https://store.steampowered.com/app/1332720/Thief_Simulator_2/?snr=1_7_7_2300_150_10
求生岛：不老泉传说,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1967630/capsule_sm_120_schinese.jpg?t=1721306088,2024 年 5 月 21 日,"[""win""]",好评！,67,27,18,https://store.steampowered.com/app/1967630/_/?snr=1_7_7_2300_150_10
冬日狂想曲,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2495450/capsule_sm_120_schinese.jpg?t=1721227244,2024 年 1 月 6 日,"[""win""]",好评！,80,19,15,https://store.steampowered.com/app/2495450/_/?snr=1_7_7_2300_150_11
Bear and Breakfast,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1136370/capsule_sm_120.jpg?t=1709232542,2022 年 7 月 28 日,"[""win""]",好评！,65,19,12,https://store.steampowered.com/app/1136370/Bear_and_Breakfast/?snr=1_7_7_2300_150_11
Crusader Kings III: Legacy of Persia,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2313540/capsule_sm_120.jpg?t=1700585616,2023 年 11 月 10 日,"[""win"", ""mac"", ""linux""]",一般,80,12,10,https://store.steampowered.com/app/2313540/Crusader_Kings_III_Legacy_of_Persia/?snr=1_7_7_2300_150_11
规划大师（Masterplan Tycoon),https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1644500/capsule_sm_120_schinese.jpg?t=1721745591,2023 年 3 月 9 日,"[""win"", ""mac"", ""linux""]",好评！,50,9,4,https://store.steampowered.com/app/1644500/Masterplan_Tycoon/?snr=1_7_7_2300_150_11
旧世界 Old World,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/597180/capsule_sm_120_schinese.jpg?t=1721350709,2022 年 5 月 19 日,"[""win"", ""mac"", ""linux""]",好评！,70,39,27,https://store.steampowered.com/app/597180/_Old_World/?snr=1_7_7_2300_150_11
失落矿场,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2238630/capsule_sm_120_schinese.jpg?t=1721743837,2024 年 7 月 23 日,"[""win""]",好评！,85,7,6,https://store.steampowered.com/app/2238630/_/?snr=1_7_7_2300_150_11
卡库远古封印,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1179580/capsule_sm_120_schinese.jpg?t=1720877592,2024 年 7 月 12 日,"[""win""]",好评！,75,24,18,https://store.steampowered.com/app/1179580/_/?snr=1_7_7_2300_150_11
Jurassic World Evolution 2: Dominion Malta Expansion,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2177430/capsule_sm_120.jpg?t=1670497404,2022 年 12 月 8 日,"[""win""]",好评！,50,19,9,https://store.steampowered.com/app/2177430/Jurassic_World_Evolution_2_Dominion_Malta_Expansion/?snr=1_7_7_2300_150_11
苏菲的炼金工房 ～不可思议书的炼金术士～ DX,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1502970/capsule_sm_120_schinese.jpg?t=1712560842,2021 年 4 月 22 日,"[""win""]",好评！,50,39,19,https://store.steampowered.com/app/1502970/__DX/?snr=1_7_7_2300_150_11
